	Habibie/name	aanbesteding/noun	aanbieding/noun	abonnement/noun	accoord/noun	adres/noun	advies/noun	algemeen/adj	alibi/noun	alleen/adj	alternatief/noun	altijd/adv	arbeid_vergunning/noun	argument/noun	arrangement/noun	bekentenis/noun	besluit/noun	betaal_middel/noun	biljet/noun	bod/noun	bon/noun	boord_document/noun	bouw_aanvraag/noun	conventie/noun	dagvaarding/noun	die/det	diploma/noun	dit/det	document/noun	doelpunt/noun	door/adj	eind_uitslag/noun	en/vg	enkel/adj	enquête/noun	euro/noun	excuus/noun	exploitatie_vergunning/noun	frank/noun	gemeente/noun	gewoon/adj	gezien/adj	goal/noun	goedkeuring/noun	handtekening/noun	huur_contract/noun	huwelijk/noun	identiteitsbewijs/noun	jaar/noun	juridisch/adj	kaart/noun	kandidatuur/noun	lang/adj	licentie/noun	lid_kaart/noun	niet/adv	nog/adv	offerte/noun	onbeperkt/adj	onverminderd/adj	overeenkomst/noun	papier/noun	paspoort/noun	patent/noun	poging/noun	principe/noun	rechtbank/noun	rede/noun	reden/noun	referendum/noun	regel/noun	reis_pas/noun	reservatie/noun	rijbewijs/noun	slechts/adv	status/noun	stem/noun	stem_biljet/noun	strip_kaart/noun	tarief/noun	ten/adv	ticket/noun	toelating/noun	toestemming/noun	treffer/noun	trein_kaart_DIM/noun	typering/noun	uitkomst/noun	uitslag/noun	universeel/adj	verblijf_status/noun	verblijfsvergunning/noun	vergunning/noun	verklaring/noun	vervoer_bewijs/noun	verzekering/noun	verzoek/noun	visum/noun	vonnis/noun	voorwaarde/noun	wagen/noun	wereldwijd/adj	werk_vergunning/noun	wet/noun	wijze/noun	wil_beschikking/noun	ze/pron
vervoer_bewijs/noun	0.9637296	0.9957308	0.93308115	0.58200026	0.8482836	0.82487386	0.88822126	0.7717663	0.86709815	0.8810177	0.6495078	0.9347561	0.96383774	0.9806935	0.90296876	0.9640306	0.82177806	0.53170633	0.6861129	0.98180526	0.9105407	0.92077017	0.9644932	0.71382767	0.91456604	0.9157079	0.93240565	0.91263235	0.7761005	0.97889286	0.9907503	0.98486763	0.85049945	0.9077654	0.9964956	0.61921877	0.97972894	0.9977638	0.74687374	0.9309331	0.505605	0.8487528	0.99304396	0.9195773	0.6885245	0.8777192	0.997638	0.83297414	0.9554068	0.93393403	0.60988325	0.92218226	0.9831958	0.9650707	0.96105254	0.91507435	0.7944822	0.9999185	0.7264268	1.0	0.8427836	0.7923188	0.8059255	0.95875937	1.0	0.8787928	0.9811772	0.99751234	0.99558353	0.9118453	0.9935112	0.84841144	0.8614847	0.84459054	0.8098211	0.6215939	0.99882424	0.79205537	0.41390693	0.5892571	0.8195606	0.8038803	0.9386867	0.9150951	1.0	0.46656972	1.0	1.0	1.0	0.78163517	0.9820216	0.86495936	0.9562463	0.8680719	0.0	0.9505318	0.90859514	0.7930571	1.0	0.9520564	0.99311095	0.99608487	0.8132748	0.9319618	0.9910672	0.81909144	0.7544245
verzekering/noun	0.9775711	0.7947508	0.7060504	0.7857673	0.8325632	0.8924025	0.8386019	0.76121986	0.81139886	0.72981524	0.9119584	0.86245203	0.7123343	0.7940602	0.89604133	0.9167066	0.89885	0.9271249	0.85401917	0.8635912	0.70903325	0.4536332	0.9601095	0.9014516	0.97466946	0.73699677	0.69084823	0.97194624	0.67596066	1.0	0.96164197	0.97375464	0.65649295	0.6695204	0.9682004	0.82702035	0.8873353	0.8287105	0.8122332	0.7327529	0.7519557	0.779642	0.9887557	0.7383392	0.81666493	0.78611493	0.91343826	0.50957346	0.8331176	0.8096278	0.7184136	0.90280944	0.82221377	0.6158527	0.86909056	0.8459947	0.921305	0.7015561	0.6974968	0.83465457	0.70559853	0.6282431	0.5916146	0.8719481	0.9041969	0.74550617	0.93965816	0.7363174	0.872431	0.9577704	0.6965539	0.7472561	0.8857964	0.47239184	0.7444215	0.9182605	0.94908553	0.94200003	0.9025393	0.7347643	0.8397492	0.7610758	0.72912884	0.74558306	0.9931925	0.86100775	0.96066236	0.8452488	0.9739222	0.8527558	0.74943423	0.55224144	0.5694864	0.9203331	0.9505318	0.0	0.7189804	0.6117184	0.8994807	0.5124874	0.3811952	0.8879814	0.6576165	0.7571355	0.91352534	0.87675166	0.6603693
verzoek/noun	0.7015277	0.76538366	0.84647036	0.94429696	0.6117971	0.76438534	0.72306263	0.7758096	0.773978	0.7798258	0.83089626	0.8272304	0.5639174	0.5612491	0.9795866	0.816813	0.4689052	0.94268876	0.8710998	0.89846855	0.797083	0.9837057	0.8372784	0.8813751	0.67811143	0.74934715	0.8209684	0.7688496	0.4202549	0.9935771	0.9681157	0.8100801	0.859275	0.676821	0.8091763	0.9585493	0.7724	0.83139247	0.97071975	0.58742106	0.8766047	0.8055726	1.0	0.595443	0.487639	0.7484497	0.6409453	0.6227958	0.8207064	0.56900376	0.9402079	0.651101	0.7485132	0.70394737	0.96994	0.8820064	0.8491803	0.7793813	0.68080056	0.9320606	0.6809666	0.56299984	0.5862329	0.82830966	0.5757876	0.6176859	0.63247645	0.69799393	0.62375355	0.60630214	0.6743163	0.70754147	0.98813754	0.73531884	0.6205822	0.77397287	0.77139133	0.72478914	0.9388001	0.7744038	0.8379657	0.8600322	0.4236619	0.3882872	0.9796771	0.92382795	0.98537	0.65090835	0.73618704	0.7916527	0.7516323	0.6402941	0.57706237	0.610217	0.90859514	0.7189804	0.0	0.57799196	0.5661654	0.4668634	0.8780895	0.8445784	0.5910164	0.63928205	0.8938096	0.7145706	0.6885245
visum/noun	0.90662277	0.92263806	0.9524183	0.92559457	0.86249745	0.7479992	0.8937656	0.804708	0.84784716	0.6744257	0.98542166	0.85773754	0.6706326	0.8916917	0.96030694	0.9200432	0.80149204	0.9633973	0.8806443	0.95622784	0.9017414	0.67233646	0.7613859	0.93035793	0.8975201	0.81879497	0.5962924	0.90083355	0.28689414	0.9996773	0.9877512	0.9854817	0.65056956	0.7221838	0.94686276	0.93729264	0.928583	0.90959364	0.8649816	0.6901993	0.64041024	0.9580466	0.9995681	0.8644898	0.66495264	0.68353176	0.74231946	0.48565578	0.8876763	0.8324679	0.8329116	0.92911965	0.8267305	0.63902014	0.7884298	0.8461381	0.809607	0.9180276	0.6389382	0.57349133	0.90688044	0.3705315	0.2226333	0.920286	0.7286416	0.8341483	0.80328524	0.73116887	0.5669555	0.89983344	0.6525978	0.358962	0.9044279	0.2346273	0.77663505	0.8668422	0.9832085	0.74632233	0.98006463	0.8489716	0.74014467	0.7143084	0.61098576	0.7132175	0.9942765	0.8791966	0.95240873	0.96107525	0.9319341	0.87186766	0.63752	0.19911557	0.6249542	0.8034623	0.7930571	0.6117184	0.57799196	0.0	0.9420161	0.61678267	0.8961172	0.9596236	0.28658366	0.8262747	0.8223751	0.7636743	0.5379282
vonnis/noun	0.9517525	0.90482134	0.95564085	0.9901366	0.62558675	0.7194443	0.7937606	0.86303383	0.90844357	0.87761855	0.965353	0.93867046	0.99143964	0.4126671	0.9817002	0.7012738	0.63496685	0.976938	0.9235981	0.934239	0.90463686	0.98885304	0.9242343	0.93502325	0.41363984	0.90301377	0.92336345	0.7366347	0.71718645	0.9085304	0.98762417	0.9528507	0.9581599	0.75060976	0.84515303	0.99374175	0.88060284	0.8975557	0.9979893	0.76843315	0.9368548	0.78161335	0.9415348	0.767971	0.80119336	0.7682365	0.8870297	0.91846573	0.78554624	0.6310941	0.982892	0.9225157	0.8677801	0.9178373	0.9809826	0.89920574	0.8386141	0.90180224	0.94825166	0.88489574	0.7896222	0.89830697	0.94685054	0.8651049	0.7234297	0.76153654	0.36318922	0.9023563	0.7678108	0.7729149	0.8872718	0.95174336	0.9715496	0.9426667	0.8316477	0.84505945	0.8739306	0.8150383	1.0	0.9753294	0.7508596	0.99051934	0.77814305	0.72745895	0.89539516	0.8784467	0.9405736	0.8143226	0.97579616	0.81298685	0.86021256	0.9025525	0.81483626	0.8352113	1.0	0.8994807	0.5661654	0.9420161	0.0	0.82889616	0.96687925	0.9281956	0.96458703	0.78923976	0.95201135	0.8760704	0.94668067
voorwaarde/noun	0.81297165	0.5305306	0.80131114	0.89529824	0.57054657	0.91849196	0.56187654	0.6737383	0.91616607	0.60962415	0.8571354	0.91145706	0.60758054	0.7306521	0.97473836	0.8706621	0.52964675	0.9372432	0.9410842	0.57931805	0.8625332	0.9007309	0.7508775	0.82892424	0.9139961	0.71370196	0.7620549	0.8420995	0.6909499	0.9844696	0.9704122	0.90395355	0.8261078	0.59951353	0.91652644	0.85382396	0.96139085	0.7210891	0.8654187	0.37224966	0.8425968	0.6284166	0.9599364	0.40589887	0.62504506	0.7122525	0.6023158	0.6827129	0.78889686	0.69246197	0.8683046	0.6849475	0.81083214	0.43762213	0.9161579	0.81912804	0.72825503	0.64202166	0.6185266	0.92117655	0.5453149	0.63968337	0.72852993	0.7695056	0.74240255	0.42738032	0.75452673	0.73175985	0.612296	0.78397685	0.49534327	0.7754539	0.932238	0.7172761	0.6735468	0.85610235	0.85445845	0.8656111	0.9408279	0.7318059	0.7492832	0.847806	0.42859918	0.6095336	0.9613842	0.89388746	0.9372947	0.7701118	0.85832924	0.8902671	0.7752319	0.633361	0.35729283	0.8848207	0.9520564	0.5124874	0.4668634	0.61678267	0.82889616	0.0	0.88610923	0.83226335	0.5768485	0.5839815	0.7476394	0.8345883	0.6178433
wagen/noun	0.98420733	0.9852726	0.910011	0.9035151	0.9628991	0.9378035	0.97753936	0.9234499	0.89568937	0.9052884	0.93614143	0.8232956	0.8532704	0.9631187	0.9491338	0.96055454	0.99499696	0.99702173	0.9285227	0.9990313	0.75364196	0.24244976	0.9938482	0.951627	0.9718338	0.83949935	0.8751396	0.9866835	0.8067569	0.9965859	0.9556626	0.99774694	0.62888265	0.74535227	0.98375994	0.9459958	0.97788656	0.99863577	0.9432502	0.92542046	0.9212232	0.95399815	0.9862774	0.94472504	0.86274135	0.84950787	0.9947358	0.6002591	0.9569594	0.8734012	0.8626074	0.9835927	0.9161162	0.911641	0.97852695	0.90914935	0.98155504	0.9232941	0.8934692	0.9176185	0.93175054	0.5873133	0.7076384	0.95184094	0.9626264	0.8989132	0.9709155	0.8006227	0.96878535	0.99539	0.95330393	0.8715292	0.9767895	0.51038766	0.8921857	0.9635616	0.9798913	0.99204206	0.94970846	0.91748244	0.9610352	0.96938115	0.8564864	0.8087225	0.9895174	0.9405561	0.9889518	0.9691019	0.9987497	0.94585794	0.97388357	0.8629727	0.8339921	0.87717867	0.99311095	0.3811952	0.8780895	0.8961172	0.96687925	0.88610923	0.0	0.9386721	0.88985264	0.86174494	0.9979364	0.904576	0.6890172
wereldwijd/adj	0.9883894	0.81583667	0.8549259	0.8692986	0.95825905	0.98073894	0.9512449	0.795985	0.8368507	0.8247716	0.93386024	0.9432014	0.6871882	0.90504324	0.9889863	0.8463948	0.84286976	0.80508834	0.8825999	0.9081062	0.98312473	0.9883031	0.96800363	0.91431713	0.96561176	0.8424373	0.98374426	0.7677469	0.9330323	0.84748286	0.85574853	0.9783606	0.87988496	0.8577562	0.8261774	0.9224471	0.96130955	0.8893672	0.9511369	0.95586264	0.99413085	0.8093037	0.87079453	0.92225283	0.97062534	0.92628205	0.9584776	0.9995231	0.8749987	0.69533885	0.90499616	0.8021617	0.7368671	0.5613235	0.9904991	0.8407766	0.8771289	0.90770745	0.64213383	0.95116067	0.7670909	0.9435813	0.89621496	0.3348155	0.96801895	0.6293374	0.86294603	0.71533597	0.96368194	0.93797064	0.86058617	0.98280424	0.98887	0.95670635	0.90760064	0.8389396	0.9397523	0.95048296	0.916122	0.8832712	0.8550853	0.9694178	0.78148365	0.8646683	0.82614183	0.9029999	0.8065694	0.81159383	0.90141594	0.7156354	0.98684746	0.8371991	0.8196006	0.7833667	0.99608487	0.8879814	0.8445784	0.9596236	0.9281956	0.83226335	0.9386721	0.0	0.9817098	0.8027206	0.76243365	0.9744824	0.9694186
werk_vergunning/noun	0.9576709	0.9065991	0.95708317	0.9375847	0.8811619	0.74274206	0.9279168	0.75684464	0.89049315	0.7711431	0.99337626	0.8383442	0.5975472	0.96016467	0.9676822	0.9294698	0.69156975	0.99239546	0.87477505	0.9355797	0.92407084	0.6621086	0.95662934	0.9316703	0.9079093	0.87155825	0.48662627	0.9149041	0.43368244	0.9840164	0.98553216	0.9625004	0.7045804	0.6945081	0.9773498	0.94710964	0.9577073	0.9011966	0.92948294	0.8434641	0.85689783	0.9893173	0.9802406	0.8522272	0.66331017	0.6475153	0.72129875	0.43803227	0.8578623	0.8365358	0.91795087	0.92701924	0.7777394	0.7998581	0.7460425	0.851748	0.9086131	0.9093208	0.78649515	0.9342452	0.8874444	0.30925387	0.29149622	0.94672966	0.7220846	0.8900069	0.8109863	0.7840012	0.6842921	0.9196168	0.560979	0.56312513	0.9259521	0.36486495	0.74317145	0.8863986	0.9853487	0.76678	0.97507846	0.86649007	0.8321213	0.7352485	0.6399454	0.6836842	0.9747079	0.85803425	0.9080189	0.96749115	0.9204494	0.89554393	0.5809833	0.4407251	0.6258771	0.8476119	0.8132748	0.6576165	0.5910164	0.28658366	0.96458703	0.5768485	0.88985264	0.9817098	0.0	0.8165279	0.8226888	0.8165546	0.346995
wet/noun	0.82176256	0.6009288	0.9182516	0.8967819	0.50093114	0.8860727	0.7576987	0.42522717	0.81529695	0.6642636	0.85519177	0.86596674	0.8499305	0.6257882	0.96674573	0.89301354	0.57807255	0.7737337	0.89309853	0.80312294	0.90344715	0.94551134	0.711587	0.6097846	0.82274747	0.579894	0.87360936	0.7214018	0.73008907	0.9987548	0.9313578	0.90379643	0.83161855	0.71081114	0.8985436	0.9548718	0.9573812	0.7091889	0.9461593	0.6173873	0.90241677	0.79052484	0.9761698	0.4533195	0.5905843	0.6047235	0.60529435	0.8553277	0.9103467	0.55992544	0.92708254	0.766399	0.8607702	0.8105513	0.87750083	0.7181535	0.8211492	0.70295405	0.73126495	0.9380124	0.53563714	0.7784881	0.90786666	0.80072707	0.89341426	0.4161821	0.759105	0.6448016	0.80395865	0.60789716	0.34791273	0.9910879	0.93946433	0.9036874	0.79199135	0.6701726	0.8611338	0.7486336	0.8893846	0.78496826	0.7967089	0.95572126	0.57004815	0.5564524	0.97843486	0.90473056	0.76775044	0.7722579	0.82111603	0.5586709	0.7702905	0.7872732	0.5362432	0.5820168	0.9319618	0.7571355	0.63928205	0.8262747	0.78923976	0.5839815	0.86174494	0.8027206	0.8165279	0.0	0.6737915	0.7284306	0.81608665
wijze/noun	0.94092155	0.56675065	0.9420874	0.97501653	0.9592776	0.9845817	0.7553358	0.8363448	0.89019185	0.8935846	0.82718325	0.9542245	0.9731957	0.9062934	0.9251974	0.7466934	0.8488102	0.8873576	0.98382026	0.80150574	0.9640328	0.99933094	0.59527737	0.92314875	0.9117545	0.80549663	0.87705064	0.8070661	0.8467847	0.8230246	0.967815	0.8809065	0.7554224	0.7821833	0.96920425	0.89855534	0.9073651	0.925982	0.851632	0.68064934	0.97920984	0.8927335	0.8418472	0.68365186	0.8239111	0.9499796	0.8599117	0.8716339	0.9066262	0.7742727	0.89114267	0.95109063	0.93224454	0.88372195	0.984242	0.91480047	0.86649907	0.6941343	0.9112856	0.99763185	0.8495776	0.889917	0.8735251	0.77437127	0.9229493	0.62866616	0.8293752	0.8173959	0.88311815	0.93622875	0.5816395	0.84258866	0.8949275	0.90489244	0.85010827	0.8636967	0.91536236	0.9248135	0.99046344	0.9399103	0.9302261	0.8096321	0.85337466	0.9044371	0.9045856	0.9414909	0.65817535	0.9085452	0.89671814	0.8087425	0.7383057	0.83504266	0.81061727	0.72025526	0.9910672	0.91352534	0.8938096	0.8223751	0.95201135	0.7476394	0.9979364	0.76243365	0.8226888	0.6737915	0.0	0.96497947	0.86931366
wil_beschikking/noun	0.78531176	0.9199545	0.97174215	0.9611877	0.6957092	0.7583281	0.7751962	0.8442467	0.70586485	0.7916609	0.96071184	0.98449486	0.99523026	0.7720003	1.0	0.7699662	0.7388711	0.97030175	0.9263685	0.9574519	0.8577318	0.86203104	0.9227996	0.8740736	0.7484411	0.79847574	0.8817433	0.8454201	0.571265	0.9701621	0.999163	0.98030895	0.8767446	0.7575463	0.92373395	0.9757733	0.84075546	0.88599586	0.97153735	0.732466	0.9327996	0.8024022	0.9304395	0.7214291	0.60041857	0.56497747	0.72768027	0.76767427	0.98313934	0.80514115	0.898692	0.86250144	0.8899359	0.8759204	0.99005145	0.9221075	0.8302244	0.89563125	0.8805405	0.90081924	0.64397806	0.70291233	0.8146521	0.9088522	0.8366729	0.8345798	0.67611367	0.8770284	0.8010224	0.7186973	0.8120658	0.871792	1.0	0.8994303	0.90386474	0.69532907	0.94480944	0.6561051	0.9373017	0.9209187	0.80780125	0.97944176	0.768186	0.7653731	0.94139224	0.9881655	0.9713579	0.9033478	0.96577215	0.7754423	0.8963626	0.7865813	0.723387	0.7814498	0.81909144	0.87675166	0.7145706	0.7636743	0.8760704	0.8345883	0.904576	0.9744824	0.8165546	0.7284306	0.96497947	0.0	0.8387107
ze/pron	0.9535277	0.97103935	0.95392233	0.79855216	0.8559433	0.7331319	0.91484624	0.8368386	0.8191413	0.57175684	0.8305698	0.6904119	0.6633474	0.8775966	0.9150554	0.85747415	0.73489416	0.8226863	0.8652989	0.9454921	0.7954806	0.6273322	0.9448026	0.9350275	0.824976	0.7460788	0.5714437	0.92260635	0.55245185	0.99920404	0.86421186	0.973657	0.64058554	0.5044583	0.9949103	0.9298569	0.80404115	0.8888914	0.9394934	0.8495828	0.59873337	0.878627	0.99444777	0.86002856	0.6634904	0.7367803	0.744391	0.42447734	0.7660823	0.8528053	0.7525221	0.89486724	0.7291095	0.76769537	0.7880031	0.52503574	0.7404544	0.94743294	0.67950964	0.9440874	0.8356936	0.3216375	0.4899786	0.93104196	0.75453806	0.81214684	0.80529666	0.78853685	0.6799309	0.9045224	0.678733	0.70824635	0.931293	0.5309243	0.6913165	0.9042539	0.9543418	0.7460021	0.772868	0.7295985	0.7969403	0.7810114	0.72931564	0.7051617	0.995742	0.71632063	0.7540989	0.9603126	0.9451095	0.8936169	0.74591947	0.6214229	0.7417511	0.7712581	0.7544245	0.6603693	0.6885245	0.5379282	0.94668067	0.6178433	0.6890172	0.9694186	0.346995	0.81608665	0.86931366	0.8387107	0.0
