	aardappel/noun	afgezant/noun	aureool/noun	bed/noun	belofte/noun	bijstand/noun	blauw/noun	boodschap/noun	compliment/noun	dauw/noun	ding/noun	drank/noun	dressing/noun	droefheid/noun	ervaring/noun	euforie/noun	gave/noun	geluid/noun	geluk/noun	gerecht/noun	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	glimlach/noun	haast/adv	harmonie/noun	haven/noun	heerlijkheid/noun	helderheid/noun	herrie/noun	het/det	hulp/noun	iets/adv	iets/noun	ijl/adj	interventie/noun	klank/noun	kleur/noun	klink/adj	komedie/noun	koning/noun	koor/noun	koor_DIM/noun	kroon/noun	kunst/noun	landschap/noun	lichaam/noun	licht/noun	lof_trompet/noun	maal/noun	maar/adv	mandaat/noun	meest/adj	melodie/noun	menu/noun	minstens/adv	missie/noun	modder/noun	moment/noun	monument/noun	muziek/noun	naam/noun	naar/adj	nul/noun	of/vg	optreden/noun	orgasme/noun	pad/noun	paradijs/noun	paradijselijk/adj	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plek/noun	plezier/noun	refrein/noun	republiek/noun	rijk/noun	ruimte/noun	rust/noun	sauna/noun	schoonheid/noun	sereniteit/noun	sfeer/noun	sopraan/noun	staat/noun	stad/noun	status/noun	stem/noun	stil/adj	symbool/noun	tafereel/noun	tegelijk/adj	tip/noun	tribunaal/noun	tuin/noun	tweeling/noun	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	veeleer/adv	visioen/noun	voetbal_tempel/noun	vorst/noun	vrede/noun	vrijheid/noun	vuur/noun	werkster/noun	zaak/noun	zaligheid/noun	zangeres/noun	zij/pron	zo/adv
stem/noun	0.9634656	0.95335686	0.83617884	0.9861625	0.761963	0.9859927	0.84683824	0.81513584	0.9686494	0.9896141	0.87736475	0.8001549	0.96441233	0.8074336	0.7942815	0.84651643	0.7029851	0.41486633	0.85776484	0.8756695	0.8467484	0.8210715	0.82890594	0.73931456	0.72696024	0.907043	0.3900767	0.9020401	0.56182826	0.5642862	0.95581144	0.97774595	0.6063434	0.66625094	0.7419858	0.9797243	0.78387094	0.7714148	0.3192433	0.76500404	0.38298446	0.562196	0.35023516	0.93012595	0.92849475	0.3524173	0.45869654	0.9260847	0.7592882	0.8285239	0.77456725	0.60460097	1.0	0.7603837	0.8629269	0.9087253	0.7103445	0.23293275	0.9600784	0.9536246	0.8929315	0.86757034	0.7128068	0.8144257	0.29483896	0.60233766	0.8272176	0.93937963	0.6910442	0.542068	0.92547846	0.82353944	0.912681	0.80941	0.42149538	0.80633694	0.67233944	0.44507176	0.89223576	0.60570955	0.51501346	0.9172764	0.9711355	0.6256044	0.8790841	0.9336234	0.6252847	0.8359061	0.571826	0.29913276	0.9217894	0.9529602	0.8583233	0.0	0.6974215	0.89665425	0.8390078	0.6978706	0.95141083	0.9478125	0.9306341	0.9423157	0.83372986	0.550812	0.9035517	0.86803013	0.7354737	0.79724675	0.9437612	0.9483973	0.8269753	0.8920171	0.8898881	0.9073198	0.93176186	0.75371313	0.28401524	0.83907366	0.77505577
stil/adj	0.9899263	0.964192	0.8200865	0.88025737	0.7677908	0.9870322	0.7606701	0.87381303	0.93361557	0.8624444	0.76307344	0.8350886	0.97022396	0.5400488	0.8712003	0.57265997	0.8181881	0.611813	0.67343175	0.91806376	0.85044986	0.7771207	0.8577622	0.65246737	0.7510091	0.82940114	0.5772178	0.82502884	0.6354991	0.7626227	0.8176037	0.90613455	0.74935704	0.5944421	0.7374402	0.89571834	0.8372755	0.67779905	0.6510552	0.9154831	0.7060387	0.6480833	0.72186506	0.8347395	0.89050746	0.69383574	0.8848073	0.93491364	0.6258619	0.56601715	0.73376596	0.71465915	0.99929553	0.83666956	0.7633401	0.97496504	0.5292367	0.7046877	0.91071063	0.73038495	0.9712142	0.86301476	0.6039232	0.68491864	0.58670115	0.82416224	0.76712614	0.9548012	0.68435764	0.8971779	0.8928511	0.8797402	0.8124248	0.68212473	0.72413194	0.95763993	0.74142575	0.7784608	0.39486778	0.69271886	0.8126756	0.9608201	0.8392905	0.68648314	0.6421002	0.6521477	0.53035396	0.68490857	0.53318316	0.74579036	0.8899268	0.62511027	0.8799506	0.6974215	0.0	0.7981743	0.62521076	0.62092125	0.9843737	0.97851837	0.68969953	0.9414394	0.61745965	0.70174026	0.9090449	0.94962686	0.59138274	0.6790724	0.7222829	0.9513414	0.8069427	0.8553935	0.8654989	0.7397515	0.823833	0.81570053	0.74951756	0.8072107	0.7088402
symbool/noun	0.9088011	0.8816321	0.7211066	0.9420357	0.814906	0.9452832	0.74151933	0.7490085	0.911633	0.95052534	0.84533155	0.9028116	0.94448304	0.8106414	0.92183954	0.8896029	0.7282864	0.81850934	0.59747815	0.87635505	0.7242271	0.9075179	0.6603346	0.65228355	0.8499055	0.79838806	0.8828406	0.8932143	0.65874183	0.55910444	0.9363643	0.8454958	0.6030636	0.9376859	0.6963186	0.91844773	0.8723333	0.8600987	0.7762431	0.8735455	0.75915104	0.7272006	0.8641727	0.83257675	0.7185753	0.8945606	0.9336729	0.8787854	0.64346385	0.6752187	0.7388511	0.7811723	0.66020924	0.93072927	0.89818716	0.9243718	0.8504433	0.7867166	0.82946503	0.95306677	0.82671595	0.8925961	0.8303466	0.6345191	0.8189015	0.8622675	0.8200209	0.7694173	0.7758838	0.9205079	0.94068646	0.8620297	0.7093691	0.76337475	0.8698431	0.81988883	0.5430937	0.9139195	0.81860137	0.847985	0.8611419	0.45507652	0.5931349	0.7104782	0.75676984	0.7613094	0.5446679	0.6519648	0.7797294	0.94051075	0.58502096	0.7031185	0.47849846	0.89665425	0.7981743	0.0	0.75651425	0.71158826	0.9407556	0.84507716	0.7868307	0.973721	0.7386484	0.85156596	0.8678571	0.6104536	0.66298306	0.74913734	0.8836326	0.6209258	0.48527747	0.43119287	0.8911763	0.9218945	0.9521485	0.7376464	0.8988868	0.7922757	0.8696134
tafereel/noun	0.9681444	0.94401836	0.8080884	0.90356666	0.5767577	0.9746628	0.7166755	0.83206785	0.8543912	0.8845626	0.8261743	0.83264893	0.91982824	0.8149626	0.77083915	0.9586131	0.7798022	0.66263694	0.80578876	0.9744787	0.8253174	0.83039415	0.73082966	0.7525213	0.687027	0.8192174	0.6693778	0.6620541	0.44750202	0.784885	0.90166867	0.79224044	0.7942189	0.80966187	0.65226114	0.9162064	0.7911757	0.7150162	0.6946931	0.82907355	0.6061802	0.6600358	0.8099255	0.6233963	0.949975	0.7622115	0.94300264	0.949807	0.689919	0.3837613	0.74321043	0.64446247	0.9998194	0.8026057	0.89242953	0.9888343	0.7805473	0.80810094	0.96052927	0.8531529	0.98658955	0.83753973	0.8675987	0.7319739	0.74393564	0.90433615	0.7396297	0.8787513	0.7977385	0.9331919	0.9538305	0.92315507	0.67253876	0.38682938	0.81949174	0.747493	0.8055757	0.95911324	0.56608427	0.82955897	0.89965236	0.9565245	0.6963595	0.8131715	0.71209663	0.89663815	0.549075	0.804766	0.5584188	0.8466329	0.72386825	0.70258725	0.8360066	0.8390078	0.62521076	0.75651425	0.0	0.49893582	0.99047387	0.9775914	0.533121	0.7131007	0.6008898	0.82793444	0.9316776	0.83373064	0.7799982	0.2606235	0.92267436	0.87164587	0.8639424	0.7746578	0.8769953	0.91824234	0.9614344	0.962897	0.9124187	0.89824235	0.731358
tegelijk/adj	0.91536295	0.8839012	0.8736242	0.9532976	0.6374762	0.96962166	0.7324743	0.82567644	0.91431665	0.975071	0.5753303	0.81270814	0.89497536	0.62689316	0.7987401	0.73989284	0.55450636	0.6455307	0.5752942	0.9270842	0.7403446	0.83698064	0.7658226	0.43539262	0.8387234	0.68395555	0.6634892	0.8595396	0.5503399	0.5899706	0.88857263	0.93932444	0.61345816	0.7604703	0.70750725	0.9151148	0.74442255	0.5177959	0.6617032	0.9026635	0.5760276	0.6523256	0.81889534	0.7844567	0.84881794	0.78552246	0.8614123	0.8703234	0.57469857	0.6167525	0.71981436	0.6865515	0.9050543	0.85395384	0.6603064	0.9515272	0.6214578	0.65684396	0.88245296	0.88628465	0.94270486	0.8324671	0.7045461	0.8488617	0.55541277	0.9149115	0.68584347	0.8728954	0.7320365	0.93833387	0.90535724	0.9254772	0.7157702	0.57293206	0.73356193	0.8593685	0.5554302	0.8440342	0.54004985	0.7107425	0.75952077	0.943593	0.76091003	0.6470361	0.53919387	0.75245166	0.3318361	0.65561485	0.46517223	0.75927323	0.71898985	0.6513535	0.8716614	0.6978706	0.62092125	0.71158826	0.49893582	0.0	0.95197165	0.97410035	0.59833086	0.7691909	0.7295904	0.6150745	0.8015927	0.7900555	0.5779822	0.42578447	0.8500365	0.85350186	0.729289	0.6215801	0.81290215	0.7736337	0.7713029	0.8815459	0.7639205	0.74681735	0.7302964
tip/noun	0.46448457	0.955563	0.9088185	0.9655838	0.99183387	0.9821075	0.96544087	0.9434775	0.7232795	0.9111745	0.9597922	0.72402656	0.35647905	0.99683404	0.7825019	0.97074455	0.95969427	0.9681081	0.9798152	0.3954488	0.8729812	0.890521	0.97270113	0.9086871	0.98533297	1.0	0.9458973	0.90569377	0.81939924	0.8345918	0.99135154	0.9775222	0.8560542	0.9484233	0.85263574	0.99270177	0.70413935	0.9696248	0.94421685	0.9097603	0.90830886	0.8044381	0.93460053	0.98793256	0.9694383	0.9190864	0.99439114	0.9644037	0.9591345	0.9735227	0.943142	0.944738	1.0	0.8740366	0.9347882	0.9500311	0.89291847	0.9124999	0.53728485	0.7170793	0.9138452	0.98358476	0.9463614	0.9723052	0.9310783	0.9753506	0.8586277	0.9225709	0.7032842	0.84582716	0.9912115	0.9656379	0.9620559	0.95088214	0.9431956	0.9096939	0.91967934	0.9817213	0.98404044	0.8932531	0.9736171	0.9788754	0.9745612	0.8470949	0.94764704	0.8864054	0.91911954	0.90836596	0.9219289	0.98872614	0.99897456	0.98468643	0.94165844	0.95141083	0.9843737	0.9407556	0.99047387	0.95197165	0.0	0.98261726	0.8775657	0.9725655	0.9603382	0.88916814	0.97350585	0.9792967	0.88896894	0.97269374	0.8962461	0.9295992	0.9443102	0.9609812	0.9619362	0.98556495	0.7205851	0.9054685	0.9871139	0.9311908	0.77123624
tribunaal/noun	0.96367073	0.7576909	0.9445355	0.99048907	0.90075165	0.5522785	0.98854005	0.85479397	0.9559154	1.0	1.0	0.9862004	1.0	0.9982319	1.0	0.9574597	0.99860585	0.9796537	0.9555782	0.9276788	0.97155297	0.95835364	0.96882015	0.9667523	0.9966505	0.98187506	0.9691917	0.985515	0.93230146	0.93422955	0.99037004	0.9339001	0.93269086	1.0	0.7513098	0.63666487	0.9764898	1.0	0.97929406	0.8062726	0.996738	1.0	0.9849436	0.9975342	0.947326	0.9390054	0.9932199	0.98123926	0.97283083	0.97476554	0.9297981	0.95936507	1.0	0.8529086	0.9947764	0.42876762	0.97391874	0.9988219	0.9429067	0.9370662	0.55385303	1.0	0.9534277	0.8801832	0.97878116	0.9999926	0.96501464	0.94334257	0.8779821	0.7789651	0.97554076	0.8798463	0.9168992	0.9463848	1.0	0.9701521	0.9761734	0.959067	1.0	0.9565165	0.9503651	0.81700504	0.8510798	0.99089944	0.9577311	0.99963236	0.9613037	0.9673957	0.98758966	0.9866383	0.7180021	0.9780086	0.71045136	0.9478125	0.97851837	0.84507716	0.9775914	0.97410035	0.98261726	0.0	1.0	0.9894938	0.858472	0.94060636	0.9911202	0.94674015	0.97668546	0.98223174	0.9951525	0.9227299	0.75312644	0.9196017	0.9275197	0.9757877	0.80043745	0.9121284	0.9180493	0.7403693	0.9579714
tuin/noun	0.8399451	0.8365635	0.92490524	0.91140807	0.49639434	0.9725216	0.7642725	0.91486067	0.9604763	0.80812407	0.9129139	0.86251265	0.8853209	0.89013296	0.92678297	0.9775949	0.8516855	0.79654133	0.6784798	0.79578567	0.9124285	0.91117465	0.9079918	0.81459236	0.8362621	0.88002574	0.84998316	0.9214765	0.6907759	0.8085735	0.80087095	0.8973659	0.8508856	0.828484	0.692314	0.89647704	0.868227	0.7718067	0.70431787	0.9349707	0.73601854	0.6900164	0.9069953	0.87275404	0.9701459	0.83842087	0.9654414	0.9576697	0.6453771	0.39457566	0.7779263	0.68560815	1.0	0.9568141	0.9171201	0.8826193	0.79700285	0.8548275	0.8313627	0.82146734	0.94593275	0.8337387	0.95522577	0.7129487	0.73619807	0.9667699	0.8956181	0.9942	0.67875767	0.8893844	0.9432026	0.75633293	0.63196707	0.48517668	0.8779287	0.97941417	0.88270664	0.8710824	0.3957535	0.8450531	0.9200871	0.9784498	0.7055733	0.6936359	0.6417679	0.6724162	0.6474377	0.81380177	0.6383176	0.9508051	0.6542276	0.5176693	0.85080326	0.9306341	0.68969953	0.7868307	0.533121	0.59833086	0.8775657	1.0	0.0	0.823476	0.41813123	0.8775776	0.9617231	0.9288057	0.7846595	0.5130653	0.86282945	0.90668344	0.69595957	0.70684505	0.9307279	0.86070526	0.9868171	0.834821	0.8739793	0.91782343	0.87531865
tweeling/noun	0.97523224	1.0	0.7507045	0.95829517	0.7986102	0.9804057	0.9873699	0.96253866	0.9183495	0.9834782	0.9535259	0.7811069	0.9992588	0.96088123	0.92918056	0.9542704	0.93504447	0.94614315	0.9413401	0.9869157	0.7636029	0.9938333	0.97358024	0.9470006	0.93865407	0.9926547	0.9266012	0.87218606	0.71159667	0.96555334	0.98417985	0.9292753	0.9897514	0.98987436	0.8521246	0.92401946	0.72601587	0.8870271	0.9726135	0.97654486	0.878512	0.9603127	0.8414011	0.5987166	0.85445046	0.9424288	0.99479437	0.8187345	0.85831326	0.87307644	0.8786584	0.86726457	1.0	0.7922222	0.9579978	0.9840283	0.7239135	0.9729146	0.99494505	0.72871995	0.9860479	0.9987194	0.9670776	0.86742693	0.94398266	0.9513601	0.9470219	0.9645771	0.9049444	0.9665059	0.96857214	0.96851546	0.9595569	0.7445405	0.9620702	0.8794931	0.96407104	0.9866247	0.72328377	0.9416912	0.96274114	0.9426676	0.8292334	0.9772155	0.897908	0.9841169	0.81485826	0.98799205	0.93302035	0.960206	0.81546295	0.858279	0.98773193	0.9423157	0.9414394	0.973721	0.7131007	0.7691909	0.9725655	0.9894938	0.823476	0.0	0.8736484	0.9191919	0.51503515	0.72030115	0.9002741	0.78228664	0.952356	0.87567735	0.8964805	0.88819724	0.8356199	0.9198533	0.99803674	0.9999641	0.9712706	0.8163831	0.88509583
uitzicht/noun	0.9417676	0.8629224	0.8331503	0.9028606	0.6607425	0.99594766	0.76282275	0.83537304	0.95305973	0.6560314	0.91542375	0.99067014	0.9484825	0.92435527	0.96424246	0.9833499	0.9420681	0.7139232	0.8711232	0.9399822	0.86740386	0.7305635	0.9611621	0.87283957	0.8923048	0.8197062	0.82259774	0.9485279	0.7043413	0.78171104	0.7173301	0.82495195	0.84391177	0.75400996	0.7685688	0.9568432	0.9333792	0.8086436	0.7355145	0.9434941	0.71857905	0.70815015	0.9249693	0.9634044	0.9063702	0.8615154	0.87577105	0.97286135	0.7228228	0.4730934	0.7861397	0.68455863	0.9989611	0.9076611	0.93609643	0.79491895	0.78884494	0.8837244	0.9033981	0.8712764	0.775878	0.91468585	0.8939987	0.59268224	0.8241997	0.9030379	0.91623795	0.92923653	0.708475	0.8921661	0.95147115	0.72918826	0.74400103	0.5161036	0.86408687	0.96897984	0.878254	0.8429351	0.4976846	0.92540497	0.80464035	0.9140854	0.7180455	0.56721103	0.68000364	0.6835474	0.66889906	0.82440627	0.64320725	0.8388693	0.75393915	0.49292707	0.8660179	0.83372986	0.61745965	0.7386484	0.6008898	0.7295904	0.9603382	0.858472	0.41813123	0.8736484	0.0	0.8713852	0.9901247	0.8671591	0.76896596	0.64157236	0.8581085	0.8663907	0.787308	0.8114795	0.9412005	0.9526756	0.9723137	0.65130734	0.87160355	0.8963828	0.8655837
vaak/adj	0.87770677	0.96549034	0.8092421	0.88914126	0.8084778	0.7642955	0.7967299	0.81140184	0.86302507	0.8470952	0.69242525	0.7684213	0.90070873	0.6860727	0.7130408	0.80940527	0.7675115	0.5787077	0.7587931	0.8474249	0.8754281	0.7932143	0.75579613	0.6448833	0.9038593	0.9122434	0.67954004	0.77330464	0.68434143	0.66851306	0.9890865	0.87343264	0.66822815	0.6712137	0.6973586	0.76751465	0.6444036	0.56407	0.56940293	0.8704474	0.60147667	0.66674405	0.6943953	0.74242675	0.8986571	0.78802985	0.59600025	0.9170537	0.71334726	0.76186585	0.8159184	0.70993996	0.99833286	0.7111291	0.49998516	0.9504147	0.64233816	0.5519992	0.8408547	0.81255627	0.92459786	0.80826914	0.68091667	0.8277056	0.5274719	0.8353926	0.6791843	0.7888384	0.52444744	0.77198124	0.70408404	0.72368836	0.92529976	0.74603164	0.5912472	0.7841115	0.7633344	0.7394372	0.86195177	0.5787393	0.654525	0.9207307	0.86520237	0.64874446	0.92062485	0.90017104	0.6437037	0.84939027	0.58138454	0.7595272	0.94710666	0.9274279	0.8532599	0.550812	0.70174026	0.85156596	0.82793444	0.6150745	0.88916814	0.94060636	0.8775776	0.9191919	0.8713852	0.0	0.8470043	0.8030454	0.6245522	0.84182125	0.89987123	0.8821986	0.86843926	0.83057487	0.9449417	0.7460015	0.94074816	0.8321399	0.7480328	0.70947814	0.7498497
vader/noun	0.9778256	0.8466888	0.753669	0.8809906	0.9532194	0.9557548	0.8754777	0.9534208	0.9946506	0.89595723	0.95274603	0.831761	0.9950382	0.8820653	0.9231478	0.9059647	0.872867	0.98491454	0.91784817	0.94283855	0.6617323	0.9599223	0.95081735	0.89685	0.94632536	1.0	0.88374275	0.81593513	0.94907117	0.95926666	0.9556473	0.7521151	0.96148825	0.9398459	0.9028132	0.92086506	0.96656394	0.94155055	0.9823434	0.9308739	0.93637025	0.9410348	0.9470837	0.72034323	0.64392126	0.9331267	0.9896074	0.9082166	0.91558397	0.9015718	0.91800725	0.92588747	1.0	0.87497425	0.9471769	0.99647355	0.78664047	0.9701611	0.93716824	0.9649336	0.90354747	0.96723735	0.88924646	0.9562471	0.89057636	0.8675102	0.9199355	0.9886854	0.8032284	0.98268723	0.9401484	0.9789438	0.84749246	0.84160656	0.99762005	0.84199405	0.9560426	0.994256	0.93168044	0.9291284	0.86828613	0.9077374	0.886247	0.9437294	0.9142049	0.92609596	0.84907013	0.933532	0.831841	0.988344	0.93933713	0.95695853	0.8663162	0.9035517	0.9090449	0.8678571	0.9316776	0.8015927	0.97350585	0.9911202	0.9617231	0.51503515	0.9901247	0.8470043	0.0	0.4798448	0.93605894	0.86978996	0.9908104	0.60179496	0.9411499	0.7945651	0.985515	0.89950037	0.93248713	0.9884532	0.96358156	0.74830544	0.97844446
vaderland/noun	0.96133167	0.7554082	0.88953495	0.9258253	0.9237449	0.9851678	0.8369524	0.8970508	0.8651561	0.9936556	0.86733234	0.89245015	0.9808938	0.83454895	0.95376074	0.92737603	0.7953224	0.87018657	0.8475249	0.9707629	0.5186125	0.95691407	0.8888264	0.8136001	0.88232946	0.89095217	0.9047514	0.8706094	0.90542275	0.80317783	0.9669805	0.9091971	0.8370182	0.9915311	0.777879	0.96736246	0.96574783	0.91223156	0.8307523	0.982545	0.8817922	0.7973248	0.93851054	0.86891013	0.44858104	0.9448911	0.95590246	0.816373	0.81559336	0.8842598	0.8471291	0.8922088	0.7871142	0.913457	0.8979072	0.9218565	0.8806929	0.8098077	0.9583867	0.9647331	0.8627852	0.83555675	0.9095606	0.9133839	0.85996425	0.83920956	0.96300024	0.869601	0.79773355	0.97690105	0.9893489	0.9113632	0.81224036	0.85815	0.87614256	0.65370524	0.8698144	0.9510954	0.95167047	0.9183536	0.69505936	0.61685425	0.62845004	0.894603	0.93869567	0.94584984	0.799469	0.86623085	0.9012019	0.9589828	0.79117143	0.89271283	0.747407	0.86803013	0.94962686	0.6104536	0.83373064	0.7900555	0.9792967	0.94674015	0.9288057	0.72030115	0.8671591	0.8030454	0.4798448	0.0	0.7758235	0.8559754	0.97343993	0.40932864	0.732347	0.6803136	0.9562277	0.974481	0.9964635	0.91699827	0.876631	0.8387214	0.9419286
veeleer/adv	0.9352945	0.9815179	0.80244553	0.8631103	0.8841813	0.9568058	0.80676484	0.8887795	0.77037096	0.9253953	0.7802799	0.8548169	0.9544605	0.61500776	0.88886297	0.684532	0.51456696	0.7246084	0.6853459	0.9240294	0.64867723	0.71396554	0.78953516	0.59757596	0.8273262	0.89693314	0.709565	0.80985576	0.6183933	0.60983074	0.9252272	0.8823857	0.73448396	0.8711949	0.79771173	0.86746913	0.79429495	0.6542014	0.6727557	0.8563213	0.7499719	0.63529754	0.7707526	0.7133457	0.67548746	0.74466854	0.8315969	0.8539279	0.7364666	0.75576323	0.7785213	0.7730244	0.9682185	0.97329354	0.8219963	0.9337586	0.686398	0.6054658	0.82469237	0.91869813	0.93772334	0.87940687	0.7501736	0.76887566	0.60198253	0.8048541	0.66206014	0.86040795	0.60878754	0.82446617	0.9391605	0.87593055	0.82035357	0.7725314	0.83612967	0.9100111	0.6173497	0.7924073	0.7703992	0.6801252	0.84124637	0.78548527	0.7793547	0.7126119	0.8452092	0.7577953	0.49799788	0.6828287	0.6582874	0.7425773	0.8154713	0.78367853	0.82867795	0.7354737	0.59138274	0.66298306	0.7799982	0.5779822	0.88896894	0.97668546	0.7846595	0.9002741	0.76896596	0.6245522	0.93605894	0.7758235	0.0	0.77542186	0.86487144	0.73799753	0.8266517	0.7512898	0.95045614	0.64106584	0.9829336	0.9191933	0.77556676	0.7117592	0.8135768
visioen/noun	0.95388705	0.79799753	0.8168082	0.96929324	0.5346675	0.9614273	0.89502543	0.7615932	0.9903341	0.8931179	0.7989619	0.74214613	0.9686328	0.87401503	0.7929635	0.9466139	0.56736994	0.75188184	0.7050189	0.94822943	0.7372464	0.8530871	0.7096527	0.8059086	0.7916648	0.8838639	0.63920766	0.8242558	0.5210427	0.80566746	0.8028015	0.88768536	0.8624543	0.8124096	0.67840767	0.9140784	0.8283553	0.75764424	0.76040447	0.71106005	0.6553358	0.8281379	0.81231856	0.6834025	0.9437682	0.7128948	0.95427865	0.88573474	0.65014684	0.5216453	0.7440955	0.7824131	0.9061212	0.85463583	0.944149	0.9260013	0.75962734	0.7848046	0.9457871	0.91078216	0.9384737	0.87509084	0.87691545	0.84483385	0.73405206	0.954253	0.8159248	0.8479653	0.83125293	0.91864187	0.95273113	0.93229556	0.40139776	0.4113533	0.84249085	0.9033502	0.8128808	0.9559279	0.5371663	0.8548924	0.96299845	0.96630096	0.71533275	0.8393407	0.7201627	0.8955345	0.5693824	0.8097881	0.6463506	0.75130594	0.71753174	0.71353567	0.8500435	0.79724675	0.6790724	0.74913734	0.2606235	0.42578447	0.97269374	0.98223174	0.5130653	0.78228664	0.64157236	0.84182125	0.86978996	0.8559754	0.77542186	0.0	0.92029643	0.9643656	0.7759755	0.6569102	0.8794411	0.8376317	0.979078	0.8887404	0.82126	0.80986494	0.83087534
voetbal_tempel/noun	0.983385	0.94390523	0.9082893	0.9943121	0.9309989	0.9948142	0.8465835	0.9714517	0.98986137	0.9145445	0.94741064	0.8972681	0.92392963	0.6224601	0.9713559	0.70825154	0.9865666	0.8861305	0.9017006	0.97395974	0.85167295	0.9925343	0.9713369	0.76528716	0.85807747	0.91064596	0.937945	0.8937889	0.94735605	0.91608703	0.8791991	0.9789997	0.91852665	0.9027628	0.9396683	0.9971557	0.95497316	0.96380836	0.9083393	0.88294786	0.92172396	0.914016	0.8639504	0.9666063	0.9994485	1.0	0.9388055	0.98534364	0.84300894	0.8304395	0.9064999	0.8795485	0.99952525	0.8890076	0.98179436	0.98450536	0.84850615	0.97216654	0.9981858	0.94265217	0.9976663	0.95653677	0.5354793	0.8484831	0.8579157	0.96837234	0.9449247	0.96252805	0.87708867	1.0	0.90519154	0.9797194	0.93044394	0.8239035	0.9100456	0.9271679	0.9788075	0.9743324	0.73596704	0.8436991	0.96581817	0.85191107	0.920238	0.7986356	0.9856763	0.8543439	0.8827332	0.7639092	0.8584854	0.9639308	0.79702276	0.82896936	0.9742501	0.9437612	0.7222829	0.8836326	0.92267436	0.8500365	0.8962461	0.9951525	0.86282945	0.952356	0.8581085	0.89987123	0.9908104	0.97343993	0.86487144	0.92029643	0.0	0.99693304	1.0	0.9620406	1.0	0.9118782	0.99718237	1.0	0.9357695	0.9908714	0.6805182
vorst/noun	0.93590534	0.7982554	0.96880513	0.97668827	0.94856375	0.8875464	0.87497765	0.93117917	0.6822058	0.95091474	0.9795429	0.95079887	0.99455166	0.895389	0.9901173	0.8720961	0.83852905	0.97914696	0.93995667	0.9888979	0.372011	0.9156749	0.8702817	0.9184972	0.9369436	0.9998686	0.8978121	0.8090062	0.89251906	0.93534184	0.89696944	0.92528415	0.9394722	0.9309092	0.7609083	0.9140229	0.95817584	0.95599777	0.972173	0.8823925	0.9485067	0.9097688	0.92546844	0.88832295	0.30248815	0.9886262	0.9926198	0.8381541	0.91249317	0.89987105	0.8940293	0.96111375	0.99995744	0.8910684	0.880803	0.90977407	0.9424379	0.95921415	0.9542201	0.96789366	0.8604196	0.7685672	0.9981289	0.8154734	0.9557568	0.94427985	0.9674669	0.77952087	0.819005	0.95779204	0.9794465	0.8299571	0.8203097	0.8643782	0.98960716	0.85707796	0.91902995	0.9752675	0.93441844	0.94433373	0.8961549	0.3907581	0.5123966	0.95536107	0.9226653	0.9063736	0.8668319	0.9828224	0.937822	0.98037404	0.78010714	0.7706195	0.6778405	0.9483973	0.9513414	0.6209258	0.87164587	0.85350186	0.9295992	0.9227299	0.90668344	0.87567735	0.8663907	0.8821986	0.60179496	0.40932864	0.73799753	0.9643656	0.99693304	0.0	0.7854441	0.7569094	0.98747694	0.8852177	0.9995704	0.94996405	0.9498574	0.86694765	0.952547
vrede/noun	0.99051833	0.7961589	0.8736301	0.98115784	0.67508626	0.947009	0.8099294	0.60702854	0.94438255	0.89554036	0.89269704	0.8330276	1.0	0.9105857	0.9548383	0.8485895	0.83882076	0.8529936	0.44869184	0.8353383	0.80373263	0.9110204	0.8221252	0.6370595	0.9062711	0.9521341	0.7455448	0.8844693	0.7106704	0.55855954	0.86893404	0.91786426	0.6269332	0.8787197	0.7101953	0.94842917	0.893358	0.9131447	0.722473	0.88635236	0.8222065	0.7862241	0.7867551	0.90354747	0.89410484	0.76788247	0.99702865	0.83234453	0.73914015	0.79620755	0.65191126	0.8155023	0.69161975	0.8803809	0.878502	0.64341855	0.96250325	0.74374104	0.9234881	0.9133762	0.596172	0.8440983	0.83788866	0.81244135	0.7320832	0.96777433	0.84473956	0.91831756	0.85783535	0.794914	0.96279573	0.7618786	0.7454403	0.77823067	0.888641	0.912508	0.5886919	0.90597993	0.8305199	0.8624537	0.7912595	0.6789454	0.82042617	0.76998174	0.4645053	0.751911	0.5245777	0.54149294	0.7028283	0.91403365	0.6313052	0.80239075	0.7408328	0.8269753	0.8069427	0.48527747	0.8639424	0.729289	0.9443102	0.75312644	0.69595957	0.8964805	0.787308	0.86843926	0.9411499	0.732347	0.8266517	0.7759755	1.0	0.7854441	0.0	0.42375463	0.83032954	0.9508988	0.8209039	0.6546502	0.8341338	0.75547904	0.92585856
