	lid_kaart/noun	altijd/adv	verblijf_status/noun	ten/adv	frank/noun	gezien/adj	bekentenis/noun	voorwaarde/noun	vonnis/noun	bouw_aanvraag/noun	gewoon/adj	besluit/noun	patent/noun	tarief/noun	kaart/noun	toelating/noun	onbeperkt/adj	door/adj	arrangement/noun	goal/noun	paspoort/noun	alternatief/noun	enquête/noun	regel/noun	advies/noun	boord_document/noun	gemeente/noun	treffer/noun	conventie/noun	rijbewijs/noun	bon/noun	stem_biljet/noun	slechts/adv	excuus/noun	juridisch/adj	status/noun	en/vg	referendum/noun	huur_contract/noun	onverminderd/adj	strip_kaart/noun	wagen/noun	euro/noun	Habibie/name	die/det	bod/noun	uitslag/noun	offerte/noun	dagvaarding/noun	licentie/noun	reis_pas/noun	adres/noun	niet/adv	wijze/noun	reden/noun	visum/noun	lang/adj	vervoer_bewijs/noun	huwelijk/noun	handtekening/noun	wereldwijd/adj	nog/adv	algemeen/adj	alibi/noun	ze/pron	biljet/noun	eind_uitslag/noun	document/noun	stem/noun	aanbieding/noun	universeel/adj	goedkeuring/noun	verklaring/noun	arbeid_vergunning/noun	papier/noun	reservatie/noun	diploma/noun	wil_beschikking/noun	vergunning/noun	wet/noun	typering/noun	enkel/adj	accoord/noun	rechtbank/noun	aanbesteding/noun	overeenkomst/noun	identiteitsbewijs/noun	ticket/noun	betaal_middel/noun	poging/noun	werk_vergunning/noun	alleen/adj	trein_kaart_DIM/noun	verblijfsvergunning/noun	verzekering/noun	dit/det	toestemming/noun	jaar/noun	uitkomst/noun	doelpunt/noun	kandidatuur/noun	abonnement/noun	principe/noun	rede/noun	verzoek/noun	exploitatie_vergunning/noun	argument/noun
ze/pron	0.7880031	0.69041187	0.74591947	0.7969403	0.9394934	0.878627	0.85747415	0.6178432	0.94668067	0.9448026	0.5987334	0.73489416	0.93104196	0.7295986	0.7525222	0.72931564	0.67950964	0.86421186	0.9150554	0.99444777	0.48997855	0.8305698	0.9949103	0.678733	0.91484624	0.6273322	0.84958273	0.995742	0.9350275	0.53092444	0.7954806	0.74600196	0.69131655	0.8040411	0.8528053	0.9042539	0.6405854	0.9045224	0.7367803	0.9440874	0.772868	0.6890172	0.9298569	0.9535277	0.7460788	0.9454921	0.9451095	0.94743294	0.824976	0.76769537	0.70824635	0.73313195	0.5250358	0.86931366	0.6799309	0.53792834	0.7291095	0.7544245	0.744391	0.6634904	0.9694186	0.7404543	0.8368386	0.8191414	0.0	0.86529887	0.973657	0.55245185	0.9543418	0.95392233	0.8936169	0.86002856	0.77125806	0.6633475	0.32163757	0.931293	0.57144374	0.8387107	0.7417511	0.81608665	0.7540989	0.50445825	0.8559433	0.80529666	0.97103935	0.8356936	0.42447728	0.7810114	0.8226863	0.75453806	0.34699494	0.5717568	0.71632063	0.6214229	0.6603692	0.92260635	0.7051617	0.7660823	0.9603126	0.99920404	0.89486724	0.79855216	0.81214684	0.78853685	0.6885245	0.8888914	0.8775966
biljet/noun	0.48361224	0.8604733	0.9656321	0.81705534	0.44064838	0.8425933	0.9788798	0.9410842	0.9235981	0.977649	0.7233811	0.78048617	0.89137197	0.6748054	0.48250645	0.83827734	0.65577406	0.9038862	0.8691339	0.97341514	0.7602766	0.9855647	0.8746686	0.9414543	0.98179466	0.82100844	0.90987515	0.9811157	0.76361156	0.87800896	0.87704515	0.7188467	0.63191164	0.97508645	0.9291936	0.6653491	0.7891202	0.77196157	0.8109654	0.97062236	0.6321509	0.9285227	0.33931214	0.9367235	0.9091872	0.84553623	0.8531201	0.9505809	0.94374967	0.9201848	0.9517162	0.7799009	0.7995118	0.98382026	0.97222614	0.8806443	0.9043295	0.6861129	0.9922449	0.78266627	0.8825999	0.87230176	0.71007705	0.9543951	0.86529887	0.0	0.9568321	0.84427696	0.6765926	0.82239205	0.7301264	0.946859	0.8512393	0.8364167	0.7545968	0.6807285	0.77269673	0.9263685	0.90105635	0.89309853	0.9899291	0.76191676	0.9116255	0.99275655	0.9608191	0.9181995	0.86665237	0.6296482	0.51122326	0.8587861	0.87477505	0.7231127	0.7455975	0.7642219	0.8540191	0.930049	0.7627962	0.9047245	0.95505285	0.97316194	0.93611795	0.5603374	0.7260028	0.8722218	0.8710998	0.98784846	0.9112785
eind_uitslag/noun	0.91263187	0.8979264	0.9468795	0.9238101	0.9558013	0.9437766	1.0	0.9039536	0.9528507	0.99281794	0.9843624	0.68145	0.90344465	0.97434634	0.8860682	0.944471	0.97078544	1.0	0.95481086	0.6533591	0.996626	0.7121644	0.96527827	0.88571614	0.97699964	0.9908016	0.9885412	0.70351243	0.94813967	1.0	1.0	0.9022958	0.73787856	0.9734554	0.9626692	1.0	0.9320205	0.69825506	0.97557634	0.96770805	0.9806415	0.99774694	0.966804	0.5529418	0.8431721	0.9982977	0.6328857	0.97314566	0.9786716	0.995918	0.9857221	0.9809639	0.94056666	0.8809065	0.9837606	0.9854817	0.9529511	0.98486763	0.9922545	0.8813912	0.9783606	0.93080777	0.86090654	0.9757856	0.973657	0.9568321	0.0	0.99437445	0.64800835	0.99349385	0.95371324	0.9564553	0.9342834	0.9728147	0.96423936	0.9603232	0.97899747	0.98030895	0.96085334	0.90379643	0.9998667	0.9487668	0.9774465	1.0	0.94474924	0.98443496	0.9775097	0.97485906	0.940211	0.6296095	0.9625004	0.96072763	0.9919466	0.97364616	0.97375464	0.96297795	0.7658847	0.9691631	0.8007978	0.61596596	0.5238285	0.9686036	0.92956984	0.71840054	0.8100801	0.9852728	0.9902898
document/noun	0.832809	0.7894628	0.7362734	0.67596865	0.9135221	0.8026172	0.7408832	0.69094986	0.71718645	0.73545897	0.6332203	0.690548	0.8568612	0.84596825	0.8624958	0.6638882	0.80176497	0.98089993	0.95298785	0.9902753	0.2732377	0.9701582	0.9474636	0.70652854	0.83053595	0.7278915	0.6112051	0.9942403	0.90438867	0.37565053	0.6865126	0.6599288	0.71447814	0.79821134	0.6541892	0.7205591	0.6769429	0.772281	0.5793919	0.570235	0.8707721	0.80675685	0.95712674	0.9172048	0.7897993	0.9198926	0.9291439	0.9507412	0.6933925	0.80959237	0.45826566	0.48552918	0.861383	0.8467847	0.5654992	0.28689408	0.7635416	0.7761005	0.77554464	0.3648082	0.9330323	0.76848197	0.84039366	0.7583623	0.55245185	0.84427696	0.99437445	0.0	0.9453124	0.9648049	0.7970977	0.7629286	0.591499	0.7843782	0.28500772	0.97127324	0.6005374	0.571265	0.6424702	0.73008907	0.8945847	0.6451471	0.65972805	0.7047707	0.91086155	0.65069604	0.45631415	0.7562107	0.8706988	0.7318658	0.43368232	0.7765554	0.8295192	0.4193563	0.6759606	0.88690054	0.5519031	0.8223322	0.86385673	0.9887906	0.85818225	0.9556397	0.742154	0.7978143	0.4202549	0.8806409	0.6776382
stem/noun	0.9598207	0.95909333	0.97228223	0.8598598	0.90647745	0.9210355	0.96771646	0.8544585	0.8739305	0.99334556	0.8808984	0.7482991	0.99322724	0.9215966	0.88739645	0.94121593	0.91998047	0.9919119	0.82623947	0.91687244	0.89729375	0.8794208	0.6773495	0.8445761	0.9478652	0.99124324	0.94924545	0.7486558	0.8544464	0.9645752	0.9246403	0.64764214	0.809546	0.9232037	0.857194	0.83659923	0.8961017	0.49864846	0.99540347	0.96653724	0.99763286	0.9798913	0.8801487	0.45937598	0.8289734	0.99990904	0.528083	0.9514063	0.9695029	0.95889807	0.9740799	0.8665504	0.8715359	0.91536236	0.8745621	0.9832085	0.9923047	0.99882424	0.9837802	0.760039	0.9397523	0.8440405	0.8124024	0.93416387	0.9543418	0.6765926	0.64800835	0.9453124	0.0	0.8906427	0.8972275	0.85771763	0.9135963	0.9910981	0.9048736	0.9869978	0.8513055	0.94480944	0.9678754	0.8611338	0.9112028	0.87003475	0.908098	0.9895272	0.9784992	0.97592086	0.9172887	0.9228309	0.86229265	0.79287565	0.9853487	0.8836658	0.9403153	0.9514095	0.94908553	0.8849612	0.7924318	0.9626723	0.7659453	0.77394605	0.74199164	0.9230237	0.7967049	0.69222754	0.77139133	0.98123044	0.7872008
aanbieding/noun	0.82517236	0.8457058	1.0	0.9018239	0.73655444	0.9495913	0.9818835	0.8013111	0.9556408	0.97959083	0.86891556	0.9808519	0.9166077	0.6261741	0.79471934	0.8649819	0.72826445	0.8795678	0.3930927	0.97974443	0.9370361	0.8368822	0.97522664	0.9608473	0.91868055	0.9555183	0.9151122	0.98487365	0.9520588	0.9168852	0.67369986	0.9692131	0.7984545	0.9888029	0.94854105	0.8891855	0.77377874	0.9863669	0.9027066	0.8825018	0.7898108	0.910011	0.7383967	0.9913533	0.8594339	0.94155514	0.9975009	0.536363	0.99257946	0.88457197	0.92955905	0.9807724	0.8760442	0.9420874	0.94935244	0.9524183	0.9151085	0.93308115	1.0	0.97492945	0.8549259	0.8683906	0.8321135	0.87559736	0.95392233	0.82239205	0.99349385	0.9648049	0.8906427	0.0	0.9241165	0.87355655	0.9891323	0.8540185	0.9150641	0.9156553	0.9832936	0.9717421	0.8904001	0.9182516	0.94812304	0.85293436	0.9399821	0.9803701	0.7108268	0.8474047	0.9949808	0.64421177	0.9860576	0.92135394	0.95708317	0.8929722	0.62857753	0.9017045	0.7060504	0.8585349	0.8916602	0.91135615	0.8933691	0.9992376	0.96974057	0.5754504	0.8331959	0.92200696	0.84647036	0.93861765	0.9858064
universeel/adj	0.9528612	0.8654815	0.9346719	0.7910187	0.91435856	0.7046143	0.5661562	0.8902671	0.81298685	0.93180954	0.8287755	0.7384374	0.7950371	0.87089807	0.8542185	0.74311066	0.70348835	0.8650887	0.98962665	0.98790586	0.8970121	0.95300937	0.93652654	0.629321	0.91904324	0.99138856	0.9454131	0.97464275	0.64534366	0.9195034	0.9071223	0.8890833	0.7813605	0.6490712	0.74758214	0.6023885	0.8449829	0.8941927	0.83989716	0.93393415	0.81464505	0.94585794	0.83169734	0.93622696	0.52974	0.9912146	0.9414177	0.9577017	0.867877	0.88994575	0.9292319	0.98144287	0.7731078	0.8087425	0.92791444	0.87186766	0.8606989	0.78163517	0.8786403	0.866325	0.7156354	0.93011224	0.50386715	0.6134664	0.8936169	0.7301264	0.95371324	0.7970977	0.8972275	0.9241165	0.0	0.8256922	0.49073482	0.8470485	0.9039272	0.95133173	0.9096302	0.7754423	0.7983506	0.5586709	0.707917	0.82911605	0.8456093	0.7657455	0.83326554	0.9074217	0.8990333	0.9355743	0.64176214	0.8046495	0.8955439	0.77927446	0.9205476	0.7916429	0.8527558	0.81430995	0.81100667	0.95747256	0.936634	0.9965114	0.90696865	0.9336849	0.5116954	0.5858415	0.7916527	0.85292625	0.68627894
goedkeuring/noun	0.94646096	0.8526988	0.8227715	0.71655464	0.9471144	0.76551425	0.88260424	0.4058988	0.767971	0.555814	0.9513352	0.59611714	0.81542814	0.84090567	0.96497756	0.5729593	0.8597674	0.9548681	0.9973048	0.98352736	0.90259176	0.8604555	0.8831005	0.6440357	0.5542443	0.97052014	0.418545	0.9631758	0.7566955	0.91428447	0.84669954	0.7299321	0.83317757	0.9526332	0.62949705	0.75283384	0.9057208	0.6252952	0.6398845	0.91636753	0.96040916	0.94472504	0.9405001	0.75397664	0.71608096	0.713834	0.80345494	0.61827385	0.796065	0.69291246	0.8098699	0.86256886	0.8817831	0.6836518	0.6930828	0.8644898	0.84543884	0.9195773	0.7144877	0.4477719	0.92225283	0.79597497	0.5985693	0.9041859	0.86002856	0.946859	0.9564553	0.7629286	0.85771763	0.87355655	0.8256922	0.0	0.85151327	0.8992778	0.82027483	0.953096	0.908347	0.7214291	0.60426295	0.45331955	0.91819453	0.6675056	0.3639716	0.7109107	0.45733333	0.4327494	0.81362414	0.98451364	0.91115505	0.8428135	0.8522272	0.8055205	0.95157444	0.7619836	0.7383392	0.63669217	0.5490546	0.7996392	0.69427466	0.99108875	0.7092649	0.9784961	0.5182134	0.85895073	0.595443	0.66679865	0.679268
verklaring/noun	0.809297	0.70701694	0.937792	0.80918884	0.9738685	0.8933761	0.5109204	0.8848207	0.8352113	0.92325765	0.8645001	0.7856468	0.9776606	0.9087458	0.93635976	0.87346864	0.8615351	0.9925824	1.0	0.9662605	0.8487102	0.9421554	0.944202	0.78518414	0.9582058	0.87352306	0.9129451	0.96818745	0.88253665	0.8575917	0.8384436	0.9347926	0.69117165	0.5095653	0.7407509	0.7803657	0.85106397	0.8559715	0.7574754	0.96270365	0.9412228	0.87717867	0.9576413	0.90217406	0.6667603	0.9614278	0.914965	0.9467935	0.7421118	0.9070109	0.9397386	0.8439064	0.86453205	0.72025526	0.8950094	0.8034623	0.9856645	0.8680719	0.9148401	0.6510153	0.7833667	0.9036987	0.7667716	0.4860521	0.77125806	0.8512393	0.9342834	0.591499	0.9135963	0.9891323	0.49073482	0.85151327	0.0	0.972189	0.66007566	0.98432815	0.8555435	0.7814498	0.9351787	0.58201677	0.5168272	0.8136343	0.7911165	0.7300507	0.9668595	0.836436	0.8975282	0.9624257	0.7465304	0.8332921	0.8476119	0.86570925	0.9890238	0.87189513	0.9203331	0.9050489	0.68292797	0.97513324	0.9628074	0.9942369	0.8475901	0.9921501	0.6641886	0.6162518	0.61021686	0.98828214	0.70248413
arbeid_vergunning/noun	0.9457944	0.9859534	0.92347324	0.8908653	0.9052888	0.8798517	0.8853559	0.60758054	0.99143964	0.97341037	0.9325455	0.8583774	0.6606561	0.7376065	0.847726	0.44195223	0.571272	0.88402796	0.98656684	0.97820354	0.6014012	0.982732	0.963193	0.82141304	0.93709	0.90025264	0.9387983	0.994447	0.99160975	0.67649126	0.97935957	0.9839975	0.8549992	0.95822775	0.8982019	0.90501565	0.8388988	0.97519934	0.88304025	0.999362	0.8604636	0.8532704	0.89357954	0.9907155	0.8516091	0.82380444	0.9734708	0.8868369	0.99926704	0.60571253	0.69390213	0.97738653	0.77915245	0.9731957	0.73150975	0.6706326	0.6551816	0.96383774	0.7521091	0.92838216	0.6871882	0.9466415	0.8391104	0.93513346	0.6633475	0.8364167	0.9728147	0.7843782	0.9910981	0.8540185	0.8470485	0.8992778	0.972189	0.0	0.6629381	0.9275455	0.9534456	0.99523026	0.62937546	0.8499305	0.988626	0.7310124	0.9453779	0.96235394	0.97851074	0.8737072	0.74777734	0.8729794	0.9676638	0.6738107	0.5975472	0.8183248	0.86790174	0.65820765	0.7123343	0.9899937	0.6958178	0.9294913	0.9618557	0.9591644	0.7516076	0.79129726	0.71326566	0.69407135	0.5639174	0.9098315	0.9911424
papier/noun	0.74261415	0.7651234	0.79024625	0.6997499	0.8492511	0.9459966	0.7878271	0.63968337	0.89830697	0.83619964	0.7154403	0.72251767	0.8917892	0.8392662	0.79932445	0.6958598	0.73679113	0.96768814	0.97767967	0.95734125	0.3308854	0.9692857	0.97214633	0.6959869	0.9322956	0.5017643	0.708683	0.9659289	0.9221417	0.2922346	0.8526681	0.68789756	0.66110075	0.8938603	0.7067826	0.8304735	0.5801083	0.86564183	0.62912333	0.69821554	0.91984653	0.5873133	0.9020412	0.96067977	0.75159633	0.9814471	0.93525755	0.93025625	0.7510351	0.79719216	0.46082467	0.5940469	0.7802956	0.889917	0.6137507	0.3705315	0.8229414	0.7923188	0.8394425	0.47521037	0.9435813	0.7973917	0.84609	0.8806965	0.32163757	0.7545968	0.96423936	0.28500772	0.9048736	0.9150641	0.9039272	0.82027483	0.66007566	0.6629381	0.0	0.9299885	0.58613884	0.70291233	0.69474566	0.7784881	0.8674506	0.53233016	0.75077647	0.79003817	0.9226204	0.7430834	0.3964073	0.7933667	0.92579424	0.658762	0.30925393	0.6902759	0.80631423	0.55267197	0.6282431	0.90599895	0.61530316	0.8723971	0.9491371	0.96015406	0.9025066	0.8914854	0.80873543	0.813189	0.56299984	0.9370689	0.8841604
reservatie/noun	0.64924204	0.9837329	0.9788636	0.9165287	0.30460978	0.9364706	0.9816191	0.932238	0.9715496	0.94907284	0.9418339	0.99532425	0.9836414	0.79372805	0.43238908	0.94625366	0.90570635	0.9458047	0.7888583	0.97503436	0.898689	0.9977608	0.99668586	0.97098833	0.973266	0.9253233	0.8954619	0.98918235	0.9879418	0.97862786	0.8673794	0.97999454	0.6423871	0.9860676	0.9680319	0.99388754	0.65905356	0.9625124	0.94538885	0.99224085	0.94581455	0.9767895	0.3580308	0.9936442	0.9329494	0.78064585	0.9976394	0.91327184	0.93586016	0.9392708	0.95130324	0.94717383	0.8908271	0.8949275	1.0	0.9044279	0.99947816	0.8614847	0.9765186	0.96897817	0.98887	0.9329982	0.9228447	0.9252689	0.931293	0.6807285	0.9603232	0.97127324	0.9869978	0.9156553	0.95133173	0.953096	0.98432815	0.9275455	0.9299885	0.0	0.93640745	1.0	0.94017255	0.93946433	0.9893578	0.660848	0.9463799	0.98674387	0.9146198	0.9549719	0.96443963	0.31461883	0.79944396	0.9338316	0.9259521	0.7709588	0.85717237	0.95957446	0.8857964	0.96105003	0.94393027	0.9146996	1.0	0.9425151	0.9357592	0.6486123	0.86309767	0.996386	0.98813754	0.93418497	0.972389
diploma/noun	0.6629236	0.8095168	0.6484641	0.68471944	0.9474617	0.93037915	0.82231045	0.7620549	0.92336345	0.9784492	0.75294834	0.8943075	0.9537145	0.80076486	0.90312606	0.87274176	0.83183265	0.902658	0.8168541	0.9959105	0.4182102	0.8682355	0.9326325	0.7716319	0.94207555	0.6217966	0.9103531	0.9979544	0.98495954	0.52775764	0.95211136	0.7953471	0.7734415	0.98146147	0.9048914	0.95341253	0.7041615	0.904689	0.6931329	0.8934743	0.8094976	0.8751396	0.97293615	0.97879857	0.8454363	0.9750588	0.87772924	0.9567084	0.7407392	0.87603545	0.8200464	0.60499585	0.8050654	0.87705064	0.9524583	0.5962924	0.9634646	0.93240565	0.7743051	0.72935176	0.98374426	0.9081235	0.8181063	0.9532166	0.57144374	0.77269673	0.97899747	0.6005374	0.8513055	0.9832936	0.9096302	0.908347	0.8555435	0.9534456	0.58613884	0.93640745	0.0	0.8817433	0.69418406	0.87360936	0.79646754	0.64045334	0.95653486	0.923338	0.9643041	0.9402366	0.60141444	0.81404173	0.9649592	0.928545	0.4866262	0.6848587	0.8202059	0.61853087	0.69084823	0.92022395	0.74675226	0.84742343	0.9980822	0.9988869	0.9566865	0.8108584	0.85510767	0.9190052	0.8209684	0.9205071	0.88934326
wil_beschikking/noun	0.99005145	0.98449486	0.8963626	0.80780125	0.97153735	0.80240214	0.7699662	0.8345883	0.8760704	0.9227996	0.9327996	0.7388711	0.9088522	0.9209187	0.898692	0.768186	0.8805405	0.999163	1.0	0.9304395	0.8146521	0.96071184	0.92373395	0.8120658	0.7751962	0.86203104	0.732466	0.94139224	0.8740736	0.8994303	0.8577318	0.65610504	0.90386474	0.8407555	0.80514115	0.69532907	0.8767446	0.7186973	0.5649774	0.90081924	0.9373017	0.90457594	0.9757733	0.78531176	0.7984757	0.9574519	0.96577215	0.89563125	0.7484411	0.8759204	0.871792	0.7583281	0.9221075	0.96497947	0.8010224	0.76367426	0.8899359	0.81909144	0.72768027	0.6004186	0.9744824	0.8302244	0.8442467	0.70586485	0.8387107	0.9263685	0.98030895	0.571265	0.94480944	0.9717421	0.7754423	0.7214291	0.7814498	0.99523026	0.70291233	1.0	0.8817433	0.0	0.723387	0.7284306	0.9713579	0.7575463	0.6957092	0.6761136	0.9199545	0.64397806	0.76767427	0.97944176	0.97030175	0.8366729	0.8165546	0.7916609	0.9881655	0.7865813	0.87675166	0.8454201	0.7653731	0.98313934	0.9033478	0.9701621	0.86250144	0.9611878	0.8345798	0.8770284	0.7145706	0.88599586	0.77200025
vergunning/noun	0.94366145	0.874051	0.64344347	0.75355893	0.91789126	0.6732019	0.8871486	0.35729283	0.81483626	0.7020067	0.91209096	0.6358079	0.7020298	0.7628312	0.9063448	0.27928674	0.6887499	0.92752874	1.0	0.96159506	0.6921987	0.9174969	0.92528194	0.50137657	0.553503	0.84885645	0.388479	0.9669552	0.88221365	0.66562593	0.86058056	0.796862	0.7384231	0.9382216	0.532795	0.8180344	0.7806158	0.790499	0.60033035	0.89632976	0.93072206	0.83399206	0.9314914	0.91050255	0.6829128	0.5864519	0.98431855	0.69836533	0.8415884	0.5648378	0.78698236	0.8922604	0.7445781	0.81061727	0.7788052	0.6249541	0.78630334	0.9562463	0.7652675	0.77711767	0.8196006	0.7737759	0.58484155	0.8676813	0.7417511	0.90105635	0.96085334	0.6424702	0.9678754	0.8904001	0.7983506	0.60426295	0.9351787	0.62937546	0.69474566	0.94017255	0.69418406	0.723387	0.0	0.5362432	0.9232288	0.6328745	0.658841	0.7761423	0.63521445	0.61172605	0.6964506	0.8752932	0.97111744	0.83967096	0.625877	0.5530338	0.86965925	0.54263854	0.5694864	0.76394534	0.4980569	0.85529435	0.90935034	0.98511004	0.7430376	0.8787123	0.5006268	0.7867688	0.57706237	0.5190698	0.65530133
wet/noun	0.87750083	0.86596674	0.77029055	0.7967089	0.9461593	0.79052484	0.89301354	0.5839816	0.7892397	0.71158695	0.90241677	0.5780724	0.8007271	0.78496826	0.92708254	0.57004815	0.73126495	0.9313578	0.96674573	0.9761698	0.90786666	0.85519177	0.8985436	0.3479128	0.7576987	0.94551134	0.6173873	0.97843486	0.6097847	0.9036874	0.90344715	0.74863356	0.79199135	0.9573812	0.55992544	0.6701726	0.8316185	0.60789716	0.60472345	0.9380124	0.8893846	0.8617449	0.9548718	0.82176256	0.57989395	0.80312294	0.82111603	0.70295405	0.82274747	0.8105512	0.9910879	0.8860727	0.7181535	0.6737915	0.80395865	0.8262747	0.8607703	0.9319618	0.6052944	0.5905842	0.8027206	0.8211492	0.42522717	0.81529695	0.81608665	0.89309853	0.90379643	0.73008907	0.8611338	0.9182516	0.5586709	0.45331955	0.58201677	0.8499305	0.7784881	0.93946433	0.87360936	0.7284306	0.5362432	0.0	0.76775044	0.71081114	0.5009311	0.759105	0.6009287	0.53563714	0.8553277	0.95572126	0.7737337	0.89341426	0.8165279	0.66426367	0.90473056	0.7872733	0.75713545	0.7214018	0.55645245	0.91034675	0.772258	0.9987548	0.766399	0.8967819	0.41618204	0.6448017	0.6392821	0.7091889	0.6257882
typering/noun	0.99752563	0.9693801	0.9959427	0.8059956	0.9973525	0.8875625	0.59657365	0.9372947	0.9405736	0.98836774	0.90597415	0.97856164	0.99461	0.9887369	0.98355216	0.98359054	0.83668363	0.59410584	0.9854388	0.9427301	0.9670129	0.96323603	0.9149375	0.8483344	0.9890286	0.99081254	0.99431515	0.9591981	0.964757	0.9216858	0.9855464	0.903032	0.9504887	0.8724466	0.91931087	0.84121305	0.6666821	0.92596334	0.9937535	0.9865925	0.99787104	0.9889518	0.9917596	0.96404386	0.8438215	0.9985614	0.93344164	0.9836097	0.8796776	0.906625	0.98448503	0.9862732	0.9218239	0.65817535	0.87664807	0.95240873	0.9753132	1.0	0.92780304	0.9662684	0.8065694	0.9527897	0.8674038	0.8553684	0.7540989	0.9899291	0.9998667	0.8945847	0.9112028	0.94812304	0.707917	0.91819453	0.5168272	0.988626	0.8674506	0.9893578	0.79646754	0.9713579	0.9232288	0.76775044	0.0	0.8394058	0.98482364	0.79440075	0.99219054	0.9723077	0.90022385	0.9985265	0.8408129	0.95543736	0.9080189	0.8381976	0.8800692	0.9700713	0.96066236	0.974523	0.902471	0.63695985	0.9636687	0.98992085	0.9494167	0.9974735	0.762833	0.69062626	0.98537	0.9961163	0.8697095
enkel/adj	0.77539766	0.66364247	0.87662065	0.6937828	0.56566167	0.8037383	0.7831084	0.59951365	0.75060976	0.80140334	0.7265085	0.7090298	0.8476038	0.6931503	0.60522187	0.65185267	0.6511309	0.8391708	0.82904816	0.91935647	0.62797606	0.8822564	0.9556566	0.66367793	0.7797578	0.691549	0.6712768	0.9237296	0.86146754	0.6959633	0.82810086	0.723619	0.6911477	0.8061694	0.68939686	0.90464646	0.53704005	0.82175714	0.6671841	0.9118663	0.8302586	0.74535227	0.6236229	0.8791485	0.74895537	0.8891898	0.9204543	0.83802783	0.6509496	0.7178917	0.8263129	0.61930466	0.60923016	0.7821833	0.7404269	0.7221838	0.8385105	0.9077654	0.7746144	0.68690836	0.8577562	0.7330053	0.6464375	0.7798651	0.50445825	0.76191676	0.9487668	0.6451471	0.87003475	0.85293436	0.82911605	0.6675056	0.8136343	0.7310124	0.53233016	0.660848	0.64045334	0.7575463	0.6328745	0.71081114	0.8394058	0.0	0.6883464	0.712955	0.7802043	0.7064585	0.53263795	0.6304306	0.84084743	0.72803235	0.694508	0.61619407	0.77945656	0.75860506	0.6695204	0.8009634	0.66098744	0.7937691	0.89053947	0.9384085	0.7907292	0.65918624	0.6459629	0.77664024	0.676821	0.6831405	0.69987935
accoord/noun	0.9681288	0.87639487	0.8260025	0.71800536	0.9758864	0.8050031	0.8863229	0.57054657	0.62558675	0.70902574	0.9428248	0.58547866	0.8856655	0.7965224	0.9460703	0.5634042	0.83804226	0.97688645	0.96919644	0.9939725	0.91319025	0.93909633	0.82567126	0.7642745	0.8067582	0.975354	0.5794143	0.98815304	0.78285396	0.9261766	0.83344567	0.7288839	0.84605134	0.9683643	0.6819453	0.7425766	0.9510065	0.50144035	0.5097109	0.9003868	0.8960357	0.9628991	0.9614663	0.8123117	0.7311373	0.80294883	0.8380431	0.7552303	0.7579642	0.76299834	0.954056	0.7798228	0.9023621	0.9592776	0.85370266	0.8624974	0.882338	0.8482836	0.74644786	0.4699735	0.95825905	0.7280905	0.5815294	0.9363467	0.8559433	0.9116255	0.9774465	0.65972805	0.908098	0.9399821	0.8456093	0.3639716	0.7911165	0.9453779	0.75077647	0.9463799	0.95653486	0.6957092	0.658841	0.5009311	0.98482364	0.6883464	0.0	0.78083456	0.7289848	0.23858166	0.85184115	0.9679742	0.9457331	0.7747258	0.8811619	0.7872118	0.9263469	0.81027967	0.8325632	0.7728255	0.68417656	0.84299517	0.7479883	0.9980184	0.7119235	0.94540477	0.6455891	0.9360016	0.6117971	0.7307639	0.71079105
rechtbank/noun	0.9896252	0.9570529	0.87311757	0.8071716	0.9983711	0.9283029	0.57836163	0.7545267	0.36318916	0.94938016	0.9749536	0.65445983	0.9035816	0.9332006	0.98742014	0.7001796	0.8461242	0.98638546	1.0	0.99326223	0.9046103	0.98196805	0.9469624	0.82333475	0.8169198	0.97168577	0.6953537	0.8867744	0.9445671	0.91922164	0.9537741	0.70730615	0.8201217	0.7623187	0.6445478	0.8529475	0.93601274	0.8329178	0.7318555	0.8531145	0.99722755	0.9709155	0.9962147	0.8520895	0.84181416	0.9667845	0.98481447	0.9073811	0.39275014	0.80512553	0.9379669	0.7580723	0.92976856	0.8293752	0.70113814	0.80328524	0.92937315	0.9811772	0.82875913	0.77669984	0.86294603	0.88774604	0.8137123	0.76416504	0.80529666	0.99275655	1.0	0.7047707	0.9895272	0.9803701	0.7657455	0.7109107	0.7300507	0.96235394	0.79003817	0.98674387	0.923338	0.6761136	0.7761423	0.759105	0.79440075	0.712955	0.78083456	0.0	0.93481815	0.9085977	0.88682956	0.98814	0.9182916	0.76181364	0.8109863	0.8766706	0.85876024	0.8222675	0.93965816	0.561474	0.82257783	0.9648048	0.8776798	0.95861757	0.9025416	0.98717374	0.79673684	0.78914636	0.63247645	0.89487714	0.5403642
